Data Source,Component,Source,Relationship,Target,OSSEM Id,EventID,Event Name,Event Platform,Log Source,Filter in Log,Audit Category,Audit Sub-Category,Enable Commands,GPO Audit Policy
Windows Registry,windows registry key modification,process,modified,windows registry key,REL-2022-0177,4670,Permissions on an object were changed.,windows,Microsoft-Windows-Security-Auditing,,Object Access,Registry,auditpol /set /subcategory:Registry /success:enable /failure:enable,Computer Configuration -> Windows Settings -> Security Settings -> Advanced Audit Policy Configuration -> System Audit Policies -> Object Access -> Audit Registry
Windows Registry,windows registry key modification,process,modified,windows registry key,REL-2022-0177,DeviceRegistryEvents,DeviceRegistryEvents,windows,Microsoft Defender for Endpoint,[{'ActionType': 'RegistryKeyCreated'}],,,,
Module,module load,process,loaded,module,REL-2022-0178,7,Image loaded.,windows,sysmon,,ImageLoad,,<ImageLoad onmatch='exclude' />,
Module,module load,process,loaded,module,REL-2022-0178,DeviceImageLoadEvents,DeviceImageLoadEvents,windows,Microsoft Defender for Endpoint,[{'ActionType': 'ImageLoaded'}],,,,
Firewall,firewall rule modification,user,modified,firewall rule,REL-2022-0179,2005,A rule has been modified in the Windows Defender Firewall exception list.,windows,Microsoft-Windows-Windows Firewall With Advanced Security/Firewall,,,,,
Firewall,firewall rule modification,user,modified,firewall rule,REL-2022-0179,cloudtrail,cloudtrail,aws,cloudtrail,"[{'eventName': 'UpdateRuleGroup'}, {'eventType': 'AwsApiCall'}]",,,,
File,file creation,process,created,file,REL-2022-0181,11,FileCreate,windows,sysmon,,FileCreate,,<FileCreate onmatch='exclude' />,
File,file creation,process,created,file,REL-2022-0181,11,FileCreate,linux,sysmon,,FileCreate,,,
File,file creation,process,created,file,REL-2022-0181,DeviceFileEvents,DeviceFileEvents,windows,Microsoft Defender for Endpoint,[{'ActionType': 'FileCreated'}],,,,
File,file creation,process,created,file,REL-2022-0181,4663,An attempt was made to access an object.,windows,Microsoft-Windows-Security-Auditing,,Object Access,File System,auditpol /set /subcategory:File System /success:enable /failure:enable,Computer Configuration -> Windows Settings -> Security Settings -> Advanced Audit Policy Configuration -> System Audit Policies -> Object Access -> Audit File System
Cloud Service,cloud service metadata,user,retrieved information about,cloud service,REL-2022-0182,cloudtrail,cloudtrail,aws,cloudtrail,"[{'eventName': 'GetTrail'}, {'eventType': 'AwsApiCall'}]",,,,
Cloud Service,cloud service metadata,user,retrieved information about,cloud service,REL-2022-0182,cloudtrail,cloudtrail,aws,cloudtrail,"[{'eventName': 'GetTrailStatus'}, {'eventType': 'AwsApiCall'}]",,,,
Cloud Service,cloud service metadata,user,retrieved information about,cloud service,REL-2022-0182,cloudtrail,cloudtrail,aws,cloudtrail,"[{'eventName': 'DescribeTrails'}, {'eventType': 'AwsApiCall'}]",,,,
Cloud Service,cloud service metadata,user,retrieved information about,cloud service,REL-2022-0182,cloudtrail,cloudtrail,aws,cloudtrail,"[{'eventName': 'GetEventSelectors'}, {'eventType': 'AwsApiCall'}]",,,,
Cloud Service,cloud service metadata,user,retrieved information about,cloud service,REL-2022-0182,cloudtrail,cloudtrail,aws,cloudtrail,"[{'eventName': 'GetInsightSelectors'}, {'eventType': 'AwsApiCall'}]",,,,
Network Traffic,network connection creation,process,attempted to bind on,port,REL-2022-0183,5159,The Windows Filtering Platform has blocked a bind to a local port.,windows,Microsoft-Windows-Security-Auditing,,Object Access,Filtering Platform Connection,auditpol /set /subcategory:Filtering Platform Connection /success:enable /failure:enable,Computer Configuration -> Windows Settings -> Security Settings -> Advanced Audit Policy Configuration -> System Audit Policies -> Object Access -> Audit Filtering Platform Connection
Service,service metadata,service,started,,REL-2022-0184,4,Sysmon service state changed.,windows,sysmon,,ServiceStateChange,,<ServiceStateChange onmatch='exclude' />,
Service,service metadata,service,started,,REL-2022-0184,6005,The Event log service was started.,windows,Eventlog / System,,,,,
Group,group modification,user,modified,group,REL-2022-0185,4737,A security-enabled global group was changed.,windows,Microsoft-Windows-Security-Auditing,,Account Management,Security Group Management,auditpol /set /subcategory:Security Group Management /success:enable /failure:enable,Computer Configuration -> Windows Settings -> Security Settings -> Advanced Audit Policy Configuration -> System Audit Policies -> Account Management -> Audit Security Group Management
Group,group modification,user,modified,group,REL-2022-0185,4728,A member was added to a security-enabled global group.,windows,Microsoft-Windows-Security-Auditing,,Account Management,Security Group Management,auditpol /set /subcategory:Security Group Management /success:enable /failure:enable,Computer Configuration -> Windows Settings -> Security Settings -> Advanced Audit Policy Configuration -> System Audit Policies -> Account Management -> Audit Security Group Management
Group,group modification,user,modified,group,REL-2022-0185,4729,A member was removed from a security-enabled global group.,windows,Microsoft-Windows-Security-Auditing,,Account Management,Security Group Management,auditpol /set /subcategory:Security Group Management /success:enable /failure:enable,Computer Configuration -> Windows Settings -> Security Settings -> Advanced Audit Policy Configuration -> System Audit Policies -> Account Management -> Audit Security Group Management
Group,group modification,user,modified,group,REL-2022-0185,4732,A member was added to a security-enabled local group.,windows,Microsoft-Windows-Security-Auditing,,Account Management,Security Group Management,auditpol /set /subcategory:Security Group Management /success:enable /failure:enable,Computer Configuration -> Windows Settings -> Security Settings -> Advanced Audit Policy Configuration -> System Audit Policies -> Account Management -> Audit Security Group Management
Group,group modification,user,modified,group,REL-2022-0185,4733,A member was removed from a security-enabled local group.,windows,Microsoft-Windows-Security-Auditing,,Account Management,Security Group Management,auditpol /set /subcategory:Security Group Management /success:enable /failure:enable,Computer Configuration -> Windows Settings -> Security Settings -> Advanced Audit Policy Configuration -> System Audit Policies -> Account Management -> Audit Security Group Management
Group,group modification,user,modified,group,REL-2022-0185,4735,A security-enabled local group was changed.,windows,Microsoft-Windows-Security-Auditing,,Account Management,Security Group Management,auditpol /set /subcategory:Security Group Management /success:enable /failure:enable,Computer Configuration -> Windows Settings -> Security Settings -> Advanced Audit Policy Configuration -> System Audit Policies -> Account Management -> Audit Security Group Management
Group,group modification,user,modified,group,REL-2022-0185,4764,A groups type was changed.,windows,Microsoft-Windows-Security-Auditing,,Account Management,Security Group Management,auditpol /set /subcategory:Security Group Management /success:enable /failure:enable,Computer Configuration -> Windows Settings -> Security Settings -> Advanced Audit Policy Configuration -> System Audit Policies -> Account Management -> Audit Security Group Management
Group,group modification,user,modified,group,REL-2022-0185,4755,A security-enabled universal group was changed.,windows,Microsoft-Windows-Security-Auditing,,Account Management,Security Group Management,auditpol /set /subcategory:Security Group Management /success:enable /failure:enable,Computer Configuration -> Windows Settings -> Security Settings -> Advanced Audit Policy Configuration -> System Audit Policies -> Account Management -> Audit Security Group Management
Group,group modification,user,modified,group,REL-2022-0185,4756,A member was added to a security-enabled universal group.,windows,Microsoft-Windows-Security-Auditing,,Account Management,Security Group Management,auditpol /set /subcategory:Security Group Management /success:enable /failure:enable,Computer Configuration -> Windows Settings -> Security Settings -> Advanced Audit Policy Configuration -> System Audit Policies -> Account Management -> Audit Security Group Management
Group,group modification,user,modified,group,REL-2022-0185,4757,A member was removed from a security-enabled universal group.,windows,Microsoft-Windows-Security-Auditing,,Account Management,Security Group Management,auditpol /set /subcategory:Security Group Management /success:enable /failure:enable,Computer Configuration -> Windows Settings -> Security Settings -> Advanced Audit Policy Configuration -> System Audit Policies -> Account Management -> Audit Security Group Management
Logon Session,logon session creation,user,created,logon session,REL-2022-0186,4624,An account was successfully logged on.,windows,Microsoft-Windows-Security-Auditing,,Logon/Logoff,Logon,auditpol /set /subcategory:Logon /success:enable /failure:enable,Computer Configuration -> Windows Settings -> Security Settings -> Advanced Audit Policy Configuration -> System Audit Policies -> Logon/Logoff -> Audit Logon
Logon Session,logon session creation,user,created,logon session,REL-2022-0186,4778,A session was reconnected to a Window Station.,windows,Microsoft-Windows-Security-Auditing,,Logon/Logoff,Other Logon/Logoff Events,auditpol /set /subcategory:Other Logon/Logoff Events /success:enable /failure:enable,Computer Configuration -> Windows Settings -> Security Settings -> Advanced Audit Policy Configuration -> System Audit Policies -> Logon/Logoff -> Audit Other Logon/Logoff Events
Logon Session,logon session creation,user,created,logon session,REL-2022-0186,4964,Special groups have been assigned to a new logon.,windows,Microsoft-Windows-Security-Auditing,,Logon/Logoff,Special Logon,auditpol /set /subcategory:Special Logon /success:enable /failure:enable,Computer Configuration -> Windows Settings -> Security Settings -> Advanced Audit Policy Configuration -> System Audit Policies -> Logon/Logoff -> Audit Special Logon
Logon Session,logon session creation,user,created,logon session,REL-2022-0186,DeviceLogonEvents,DeviceLogonEvents,windows,Microsoft Defender for Endpoint,[{'ActionType': 'LogonSuccess'}],,,,
